Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Seller RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-z claim	Is prime	ASIN	 Merchant SKU	Item Name	Return quantity	Return reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim ID	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount	Category
408-3730225-6778758	09-Nov-2022	23-Nov-2022	Approved	DJ8kN4pTRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513501041118	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	IN-2112	01-Dec-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
405-2544268-2313926	16-Nov-2022	23-Nov-2022	Approved	DG8XNzpFRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	559651083	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-SWITCHEROO	Y	Amazon CS	StandardRefund	IN-2609	09-Dec-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
405-2544268-2313926	16-Nov-2022	23-Nov-2022	Approved	DM8XNtpDRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	559651082	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	IN-2609	 	407.00	1	 	 	 	 	 	 	gl_apparel
404-6123315-1867516	15-Nov-2022	23-Nov-2022	Approved	Db8lNFp9RRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513500973182	Seller	N	N	B09QQ64SWJ	Pink-Plain-Cap-Muffler	AMOLDO Women's Fur, Wool Winter Cap And Muffler (Cap -122_Pink _Free Size)	1	DID_NOT_LIKE_COLOR	Y	C-Returns	StandardRefund	IN-2489	03-Dec-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
404-9139107-6025125	17-Nov-2022	23-Nov-2022	Approved	D1BxNgprRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	14931130714345	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-DEFECTIVE	Y	C-Returns	Replacement	IN-2665	30-Nov-2022	407.00	1	 	 	 	 	 	 	gl_apparel
171-9460030-6351540	14-Nov-2022	23-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320871720587	Not Computed	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2426	29-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
407-7141551-7541922	16-Nov-2022	23-Nov-2022	Approved	D0B4NvpcRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513500533812	Seller	N	N	B0BD8WK6F5	Red new-design-cap-muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Tomato red)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	IN-2565	30-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
407-1002506-5671559	17-Nov-2022	23-Nov-2022	Approved	DCBVNhpvRRMA	 	AmazonPrePaidLabel	0.00	 	ATS	513500665810	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-DEFECTIVE	Y	C-Returns	Replacement	 	08-Dec-2022	407.00	1	 	 	 	 	 	 	gl_apparel
403-2720501-9141129	15-Nov-2022	23-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	 	 	Seller	N	N	B09RZQXYNM	Woolen-Plain-Cap-Muffler-Pink	AMOLDO Women Pure New Wool Solid - Woolen Cap & Scarves Winter Cap & Muffler for Girls and Women (Plain Pink)	1	CR-MISSING_PARTS	Y	C-Returns	Replacement	 	 	758.00	2	 	 	 	 	 	 	gl_apparel
408-2609993-0442707	16-Nov-2022	23-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320903033630	Not Computed	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2568	29-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
407-2236716-8742710	15-Nov-2022	23-Nov-2022	Approved	DgMTN0pYRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513500334457	Seller	N	N	B09RZWV53H	Woolen-Plain-Cap-Muffler-Black	AMOLDO Women Pure New Wool Solid - Woolen Cap & Scarves Winter Cap & Muffler for Girls and Women (Plain Black)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2480	 	363.84	1	 	 	 	 	 	 	gl_apparel
405-3580491-5816346	14-Nov-2022	23-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320866469033	Not Computed	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2399	02-Dec-2022	 	 	 	 	 	 	 	 	gl_apparel
402-9036974-5235568	16-Nov-2022	22-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320894894142	Not Computed	N	N	B0BD8WK6F5	Red new-design-cap-muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Tomato red)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2536	26-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
403-6059494-3785114	18-Nov-2022	22-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320943380565	Not Computed	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2778	26-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
407-3821896-7490731	13-Nov-2022	22-Nov-2022	Approved	DlVJNJpKRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513500251884	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	CR-QUALITY_UNACCEPTABLE	Y	Amazon CS	StandardRefund	IN-2325	01-Dec-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
171-7559152-8350708	16-Nov-2022	22-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320894888523	Not Computed	N	N	B0B8SSJLYS	Grn2_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Green Design)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2530	28-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
405-5897762-3642762	13-Nov-2022	22-Nov-2022	Approved	DDV2NypwRRMA	 	AmazonPrePaidLabel	0.00	 	ATS	513500204743	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	Replacement	 	01-Dec-2022	387.03	1	 	 	 	 	 	 	gl_apparel
407-8819733-4552355	09-Nov-2022	22-Nov-2022	Approved	DXbMN3p7RRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499943104	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	AMZ-PG-APP-STYLE	Y	C-Returns	StandardRefund	IN-2092	30-Nov-2022	363.84	1	 	 	 	 	 	379.00	gl_apparel
403-3027011-9829159	15-Nov-2022	22-Nov-2022	Approved	DGbXNLpQRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	513499947461	Seller	N	N	B0BHS4PMS5	Black new design muffler cap	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black Design New)	1	AMZ-PG-APP-STYLE	Y	C-Returns	StandardRefund	IN-2456	28-Nov-2022	1193.00	3	 	 	 	 	 	407.00	gl_apparel
171-6066651-4911565	14-Nov-2022	22-Nov-2022	Approved	DdbBNPpVRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499936144	Seller	N	N	B0B8SW7WBS	Purple_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Purple Design)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2409	29-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
403-1134434-6034704	17-Nov-2022	22-Nov-2022	Approved	DmbHNbpbRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	513499902088	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2696	30-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
408-1940172-6021165	14-Nov-2022	22-Nov-2022	Approved	DbbFNQp4RRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499882717	Seller	N	N	B0B8VZD3ZQ	Rd1_Design_Hat_Muffrul	AMOLDO Women Pure New Wool Solid - Woolen Cap & Scarves Winter Cap & Muffler for Girls and Women (Design Tomato Red)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	IN-2420	01-Dec-2022	394.79	1	 	 	 	 	 	407.00	gl_apparel
403-2720501-9141129	15-Nov-2022	22-Nov-2022	Approved	DcwBNXpZRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499714285	Seller	N	N	B09RZQXYNM	Woolen-Plain-Cap-Muffler-Pink	AMOLDO Women Pure New Wool Solid - Woolen Cap & Scarves Winter Cap & Muffler for Girls and Women (Plain Pink)	2	CR-MISSING_PARTS	Y	C-Returns	Replacement	IN-2518	 	758.00	2	 	 	 	 	 	 	gl_apparel
403-4364260-5037905	16-Nov-2022	22-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320902243054	Not Computed	N	N	B09QMKB9GD	Monkey-Cap-Cream-Color	AMOLDO Woolen Women Cap for Winter I Women Cap I Monkey Cap I Wool Blended Fur Inside Women Cap| Neck Warmer Cap Pom Pom Hats Female Knitted Winter Cap I Monkey Cap for Women I (Cream Color)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2564	28-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
406-9782071-6487562	16-Nov-2022	22-Nov-2022	Approved	D0wfNhpzRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499566471	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2567	29-Nov-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
407-7002323-8874749	10-Nov-2022	22-Nov-2022	Approved	DMwVN1p2RRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499568475	Seller	N	N	B0BHS4PMS5	Black new design muffler cap	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black Design New)	1	DID_NOT_LIKE_COLOR	Y	C-Returns	StandardRefund	IN-2149	30-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
171-3001666-2784320	15-Nov-2022	22-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320876459314	Not Computed	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2461	28-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
408-3474727-4248357	16-Nov-2022	22-Nov-2022	Approved	DXW2N7phRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499462766	Seller	N	N	B0B8SW7WBS	Purple_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Purple Design)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	IN-2610	29-Nov-2022	 	1	 	 	 	 	 	 	gl_apparel
404-9554402-7685956	15-Nov-2022	22-Nov-2022	Approved	DCWXNdpfRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499446711	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	IN-2474	30-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
403-4364260-5037905	16-Nov-2022	22-Nov-2022	Approved	DnWHNNp0RRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513499279203	Seller	N	N	B09QMKB9GD	Monkey-Cap-Cream-Color	AMOLDO Woolen Women Cap for Winter I Women Cap I Monkey Cap I Wool Blended Fur Inside Women Cap| Neck Warmer Cap Pom Pom Hats Female Knitted Winter Cap I Monkey Cap for Women I (Cream Color)	1	DID_NOT_LIKE_COLOR	Y	C-Returns	StandardRefund	IN-2564	 	383.04	1	 	 	 	 	 	383.04	gl_apparel
407-7243652-5848358	18-Nov-2022	21-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320930460447	Not Computed	N	N	B0B8SSJLYS	Grn2_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Green Design)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2712	24-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
407-8227944-9024334	12-Nov-2022	21-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320831475441	Not Computed	N	N	B0BHS4PMS5	Black new design muffler cap	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black Design New)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2228	28-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
407-1959366-0511515	15-Nov-2022	21-Nov-2022	Approved	DchyNwpGRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	559645427	Seller	N	N	B0BHS4PMS5	Black new design muffler cap	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black Design New)	1	CR-DEFECTIVE	Y	C-Returns	Replacement	IN-2485	14-Dec-2022	407.00	1	 	 	 	 	 	 	gl_apparel
404-1561980-4840338	13-Nov-2022	21-Nov-2022	Approved	D1hXNPpyRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513498772897	Seller	N	N	B09QM28D2L	Monkey-Cap-Black	AMOLDO Woolen Women Cap for Winter I Women Cap I Monkey Cap I Wool Blended Fur Inside Women Cap| Neck Warmer Cap Pom Pom Hats Female Knitted Winter Cap I Monkey Cap For Women I (Black)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2365	30-Nov-2022	399.00	1	 	 	 	 	 	399.00	gl_apparel
402-6424215-3931569	13-Nov-2022	21-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320845502386	Not Computed	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-2294	26-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
402-6595628-6324323	15-Nov-2022	21-Nov-2022	Approved	D0z8NNppRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	513498718987	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2492	28-Nov-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
405-5726569-9889123	12-Nov-2022	21-Nov-2022	Approved	DdzlNZpyRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513498621621	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2208	 	407.00	1	 	 	 	 	 	 	gl_apparel
402-7508293-3160349	12-Nov-2022	21-Nov-2022	Approved	D1T5NppCRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513498563334	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	IN-2200	30-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
404-1330447-1137125	14-Nov-2022	21-Nov-2022	Approved	DMTKNjpVRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513498478423	Seller	N	N	B09RZWV53H	Woolen-Plain-Cap-Muffler-Black	AMOLDO Women Pure New Wool Solid - Woolen Cap & Scarves Winter Cap & Muffler for Girls and Women (Plain Black)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2424	29-Nov-2022	363.84	1	 	 	 	 	 	379.00	gl_apparel
402-2586171-0602731	16-Nov-2022	21-Nov-2022	Approved	DlTDNLpFRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	513498459774	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	AMZ-PG-APP-STYLE	Y	C-Returns	StandardRefund	IN-2622	28-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
404-7437707-9615501	13-Nov-2022	21-Nov-2022	Approved	DVcnNqpmRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513498297437	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	CR-SWITCHEROO	Y	C-Returns	StandardRefund	IN-2272	30-Nov-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
406-1428864-9050748	04-Nov-2022	21-Nov-2022	Approved	DmcNNlp0RRMA	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	CR-QUALITY_UNACCEPTABLE	Y		Replacement	 	 	379.00	1	 	 	 	 	 	379.00	gl_apparel
405-7808884-4049165	16-Nov-2022	20-Nov-2022	Approved	DGHhNWp9RRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513497922569	Seller	N	N	B09QQ7D2BP	Brown-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Brown)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	IN-2580	 	379.00	1	 	 	 	 	 	 	gl_apparel
403-8180282-9360353	13-Nov-2022	20-Nov-2022	Approved	DmYkNXptRRMA	 	AmazonPrePaidLabel	0.00	 	ATS	513497752760	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-DEFECTIVE	Y	C-Returns	Replacement	 	 	407.00	1	 	 	 	 	 	 	gl_apparel
402-7236177-3476367	13-Nov-2022	20-Nov-2022	Approved	DzYpNnpHRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513497626085	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	IN-2282	28-Nov-2022	786.00	2	 	 	 	 	 	407.00	gl_apparel
171-5717528-6440323	13-Nov-2022	20-Nov-2022	Approved	DnYtNVpNRRMA	 	AmazonPrePaidLabel	0.00	 	ATS	513497635803	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	Replacement	 	30-Nov-2022	407.00	1	 	 	 	 	 	 	gl_apparel
171-0306460-5069120	13-Nov-2022	20-Nov-2022	Approved	DbCnNKpzRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	14931130654834	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-DEFECTIVE	Y	C-Returns	Replacement	IN-2345	26-Nov-2022	407.00	1	 	 	 	 	 	 	gl_apparel
406-0056493-9537158	11-Nov-2022	20-Nov-2022	Approved	DPfWN3pqRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513497426180	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	IN-2187	 	407.00	1	 	 	 	 	 	 	gl_apparel
408-0804414-4313124	13-Nov-2022	20-Nov-2022	Approved	DNfxNwpWRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	513497391600	Seller	N	N	B09QM28D2L	Monkey-Cap-Black	AMOLDO Woolen Women Cap for Winter I Women Cap I Monkey Cap I Wool Blended Fur Inside Women Cap| Neck Warmer Cap Pom Pom Hats Female Knitted Winter Cap I Monkey Cap For Women I (Black)	1	AMZ-PG-APP-STYLE	Y	C-Returns	StandardRefund	IN-2333	30-Nov-2022	399.00	1	 	 	 	 	 	399.00	gl_apparel
404-5942140-3155508	16-Nov-2022	20-Nov-2022	Approved	DNfYN1pBRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	513497149997	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	IN-2588	26-Nov-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
408-9801082-8541110	16-Nov-2022	20-Nov-2022	Approved	DJfVN2pkRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	513497082386	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	IN-2540	26-Nov-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
407-1326030-3447534	09-Nov-2022	20-Nov-2022	Approved	D10tNypwRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	14931130640716	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	IN-2086	26-Nov-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
171-7542091-9817959	14-Nov-2022	19-Nov-2022	Approved	DNG5NKpSRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	14931130636052	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	CR-DEFECTIVE	Y	C-Returns	Replacement	IN-2450	23-Nov-2022	407.00	1	 	 	 	 	 	 	gl_apparel
403-2267706-3149921	12-Nov-2022	19-Nov-2022	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	320831117099	Not Computed	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	UND-UNKNOWN	Y	Undelivered	StandardRefund	IN-2225	25-Nov-2022	 	 	 	 	 	 	 	 	gl_apparel
406-4377785-8959557	13-Nov-2022	19-Nov-2022	Approved	D6rdN7p1RRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	559638647	Seller	N	N	B0B8SQBW73	Grey_Design_Cap_Muffrul	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Grey Design)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	IN-2278	09-Dec-2022	407.00	1	 	 	 	 	 	407.00	gl_apparel
406-8668815-0010767	11-Nov-2022	19-Nov-2022	Approved	DDrDNWpVRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	513495942200	Seller	N	N	B09QQ97999	Black-Plain-Cap-Muffler	AMOLDO Women's Soft Knitted Winter Warm Woolen Cap with Woolen Lovely Muffler|Fur Cap with Muffler (Black)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	IN-2193	25-Nov-2022	379.00	1	 	 	 	 	 	379.00	gl_apparel
